Account Name,Type,Industry,Annual Revenue,Rating,Phone,Website,Billing Street,Billing City,Billing State/Province,Billing Country,Billing Zip/Postal Code,Contact First Name,Contact Last Name,Created Date,Record Source,Ingest Timestamp,account_bkey,customer_id
Martin PLC,Partner,Finance,49354843,Warm,001-746-437-8855x4643,http://arnold-castro.com/,42487 Rita Overpass Apt. 456,Smithstad,UT,Gabon,76323,Logan,Thomas,2024-08-04T03:40:29,salesforce_accounts,2025-10-12T04:56:38.677936,e1c84cfd-650d-4bc4-b1a6-57adc8dc9baf,e1c84cfd-650d-4bc4-b1a6-57adc8dc9baf
"Johnson, Bailey and Cochran",Partner,Finance,34023310,Cold,+1-272-355-3487x63431,https://www.sullivan-hoffman.com/,0938 Kenneth Isle,Elizabethmouth,SC,Germany,79538,Morgan,Brown,2022-09-21T05:25:38,salesforce_accounts,2025-10-12T04:56:38.677936,eafbb207-e55f-4eb4-94e2-fbd3b1a5e198,eafbb207-e55f-4eb4-94e2-fbd3b1a5e198
Fox-Johnson,Partner,Finance,6040070,Hot,1294269962,https://www.vaughn.net/,976 Christian Summit Suite 145,Laneton,NH,Congo,15274,Taylor,Brown,2021-04-20T11:40:43,salesforce_accounts,2025-10-12T04:56:38.677936,35f1db8d-6acc-4749-b2e1-4fe7aef8539e,35f1db8d-6acc-4749-b2e1-4fe7aef8539e
Maxwell Inc,Vendor,Technology,27864435,Cold,866-237-0360,http://www.davis-jones.net/,15246 Austin Neck,Garyburgh,NJ,Belarus,59149,Devin,Jackson,2022-11-25T16:38:13,salesforce_accounts,2025-10-12T04:56:38.677936,63e6d2f7-f7ef-4c97-95c0-f6f4e2ab6de1,63e6d2f7-f7ef-4c97-95c0-f6f4e2ab6de1
Orr-Foster,Vendor,Education,6991878,Warm,706-604-5756x5084,http://www.stewart.com/,99038 Lindsey Brooks,Port Samantha,SC,Germany,56333,Avery,Davis,2023-06-24T08:23:55,salesforce_accounts,2025-10-12T04:56:38.677936,1d0cc185-ab6e-454e-9f1d-d4cf4a16ffc8,1d0cc185-ab6e-454e-9f1d-d4cf4a16ffc8
Cortez-Coleman,Prospect,Technology,31741029,Hot,542.647.6146x432,https://www.padilla-collins.com/,15657 Marshall Neck Apt. 940,New Ronald,CT,Uganda,56271,Reese,Thomas,2022-12-04T15:00:23,salesforce_accounts,2025-10-12T04:56:38.677936,174ccea4-9912-4fde-94de-21498dbb72ae,174ccea4-9912-4fde-94de-21498dbb72ae
"Cervantes, Booth and Lopez",Prospect,Education,49884592,Hot,(723)178-6169,https://carter-williams.biz/,167 Daniel Brook Suite 663,Kendraport,DC,Grenada,63512,Quinn,Hernandez,2025-03-10T11:57:38,salesforce_accounts,2025-10-12T04:56:38.677936,3ce1099d-756c-4f29-91c4-e123ab831414,3ce1099d-756c-4f29-91c4-e123ab831414
Taylor-Bradshaw,Customer,Finance,2460826,Warm,647.112.4179,https://www.stewart.info/,908 Lopez Fort,Matthewborough,KY,Holy See (Vatican City State),33270,Casey,Garcia,2025-02-14T07:38:59,salesforce_accounts,2025-10-12T04:56:38.677936,d9db6a28-0ffb-40c0-aa7b-d9f5568c9782,d9db6a28-0ffb-40c0-aa7b-d9f5568c9782
"Day, West and Roman",Customer,Energy,3344664,Warm,719.955.8041,http://bentley-vance.com/,9477 Clark Fields,Melissachester,WV,Wallis and Futuna,54111,Drew,Thomas,2022-08-21T18:22:43,salesforce_accounts,2025-10-12T04:56:38.677936,b1d1e754-a5e0-4141-aba3-184a2ed434ce,b1d1e754-a5e0-4141-aba3-184a2ed434ce
Nguyen-Pineda,Prospect,Education,36667707,Warm,2322080443,http://rowe.com/,679 Stone Radial,West Danielle,IA,Liechtenstein,6750,Taylor,Martinez,2023-05-09T06:02:09,salesforce_accounts,2025-10-12T04:56:38.677936,093cc16a-ba79-4cdf-9733-d2c7eb52be3a,093cc16a-ba79-4cdf-9733-d2c7eb52be3a
"Briggs, Allen and Davidson",Vendor,Retail,35432801,Warm,(409)663-8229x8111,http://www.dickerson.com/,9659 Natasha Freeway,Bryanburgh,LA,Latvia,10177,Jamie,Hernandez,2025-04-21T12:05:14,salesforce_accounts,2025-10-12T04:56:38.677936,789f5691-d965-4a17-a358-2740ef5fd638,789f5691-d965-4a17-a358-2740ef5fd638
"Green, Fox and Cook",Partner,Retail,2590212,Warm,066-679-6750x8126,http://www.nichols.com/,91337 Christian Fork Suite 366,Port Brandyfurt,OH,Brunei Darussalam,79820,Drew,Taylor,2023-10-14T15:48:06,salesforce_accounts,2025-10-12T04:56:38.677936,d86ee7db-b72f-4c7d-8ec9-7e836967fd7d,d86ee7db-b72f-4c7d-8ec9-7e836967fd7d
Watkins-Moran,Prospect,Healthcare,39285284,Hot,001-524-033-4987x595,http://wilson.com/,11285 Amy Estates,West Aaronburgh,AR,Turkey,43351,Cameron,Thomas,2025-01-03T20:28:16,salesforce_accounts,2025-10-12T04:56:38.677936,e5ca4761-46fa-4462-8313-d69d1dd0d10d,e5ca4761-46fa-4462-8313-d69d1dd0d10d
Yates-Bailey,Customer,Education,44685024,Warm,773-572-4212x6489,https://www.phillips.com/,608 April Road Apt. 590,Mariachester,IN,Guinea,93612,Riley,Brown,2020-01-15T16:27:28,salesforce_accounts,2025-10-12T04:56:38.677936,1a1cfdd5-949f-4c57-9444-c4215a2eb5ae,1a1cfdd5-949f-4c57-9444-c4215a2eb5ae
Garrison LLC,Vendor,Energy,34207431,Hot,612.454.1824x702,https://evans-jones.com/,37590 Michael Extension,New Alexisport,DC,Czech Republic,56105,Skyler,Martinez,2021-04-27T22:11:55,salesforce_accounts,2025-10-12T04:56:38.677936,7d1f0173-ce20-4a4d-8f54-533694ec0317,7d1f0173-ce20-4a4d-8f54-533694ec0317
Perez Inc,Prospect,Technology,21820139,Hot,(109)585-1274,http://www.harris-rodriguez.info/,07814 Benson Shoal Suite 400,South Taylor,ME,Jamaica,83536,Devin,Thomas,2020-05-04T10:52:13,salesforce_accounts,2025-10-12T04:56:38.677936,2b9a215f-543a-4977-9f51-3874f466e525,2b9a215f-543a-4977-9f51-3874f466e525
Wilson-Novak,Prospect,Finance,25727191,Warm,886-373-8310x4769,https://scott-foster.com/,94320 Michele Oval Suite 347,Thomasburgh,MN,Ukraine,6577,Cameron,Martinez,2024-10-14T13:54:08,salesforce_accounts,2025-10-12T04:56:38.677936,83ef7182-650c-4fa5-871e-ca3c5296065c,83ef7182-650c-4fa5-871e-ca3c5296065c
Randall Group,Vendor,Healthcare,26419139,Warm,145-588-0595,http://jones-heath.net/,687 Allen Terrace Apt. 907,Meredithfurt,AK,Nicaragua,83657,Elliot,Rodriguez,2022-02-09T09:54:22,salesforce_accounts,2025-10-12T04:56:38.677936,b4dc00f8-c62e-4ba0-bc9f-94ad5304bc89,b4dc00f8-c62e-4ba0-bc9f-94ad5304bc89
Haas-Rocha,Prospect,Retail,5100108,Hot,001-306-241-1046,http://welch-higgins.biz/,004 Jesus Locks Suite 011,North Rachelburgh,OK,Egypt,3937,Reese,Anderson,2025-07-23T10:34:52,salesforce_accounts,2025-10-12T04:56:38.677936,54976d0d-eae1-4f9e-9628-b17c202068a1,54976d0d-eae1-4f9e-9628-b17c202068a1
"Silva, Ford and Farrell",Vendor,Technology,11893942,Warm,988.179.9312x6915,https://bray-frye.net/,950 Suzanne Cliffs,South Douglas,WA,Mexico,23330,Alex,Jones,2022-04-17T05:24:49,salesforce_accounts,2025-10-12T04:56:38.677936,538eccf0-9b4a-43ba-afa9-e1978f31514d,538eccf0-9b4a-43ba-afa9-e1978f31514d
"Fischer, Marshall and Jones",Partner,Technology,3354190,Warm,867-863-2589x449,http://www.wilson.com/,7259 Knox Glens Suite 875,Brownburgh,VA,Bhutan,18556,Devin,Moore,2021-05-11T12:50:57,salesforce_accounts,2025-10-12T04:56:38.677936,f3ec098e-b0cd-4399-bb83-a794202f8f14,f3ec098e-b0cd-4399-bb83-a794202f8f14
Kennedy and Sons,Vendor,Finance,1784382,Warm,+1-661-961-0728x051,http://www.elliott.com/,127 Melissa Walk Suite 971,North Christopher,CO,Rwanda,76595,Cameron,Williams,2022-04-25T19:20:04,salesforce_accounts,2025-10-12T04:56:38.677936,8ea49df3-1166-425c-a90e-1ee44d94f373,8ea49df3-1166-425c-a90e-1ee44d94f373
Young Ltd,Vendor,Education,7696042,Cold,696.577.8817,http://berry-young.org/,6360 Alexander Rapids,Port Kim,OK,Netherlands,78102,Morgan,Williams,2024-11-06T19:38:14,salesforce_accounts,2025-10-12T04:56:38.677936,7f1bc116-528e-4968-8ecb-765cdad3f2e5,7f1bc116-528e-4968-8ecb-765cdad3f2e5
Hill Inc,Vendor,Retail,37907753,Hot,(591)676-1506x266,https://www.nguyen.biz/,529 Leah Flats Apt. 244,Jenniferville,MA,Hungary,86465,Casey,Williams,2024-10-06T05:30:28,salesforce_accounts,2025-10-12T04:56:38.677936,ab10880c-0d34-4f58-b843-6862d662e63b,ab10880c-0d34-4f58-b843-6862d662e63b
Nelson-Horn,Prospect,Energy,47730658,Cold,(439)948-5690,http://www.jones-murray.com/,731 Sosa Point,Johnchester,MO,Romania,6926,Quinn,Williams,2023-06-30T07:44:46,salesforce_accounts,2025-10-12T04:56:38.677936,4925eb52-fff0-40a1-a61a-2b57874c841f,4925eb52-fff0-40a1-a61a-2b57874c841f
Jordan Ltd,Prospect,Technology,19932053,Warm,345-272-0902,http://myers-strong.biz/,4441 Johnson Park Suite 634,Lake Michael,VT,Lebanon,8393,Morgan,Thomas,2023-01-09T22:53:53,salesforce_accounts,2025-10-12T04:56:38.677936,fbb5d473-f8a6-4507-921c-295a29e2e8d9,fbb5d473-f8a6-4507-921c-295a29e2e8d9
Berry PLC,Vendor,Finance,12372847,Cold,(367)059-7254x86238,http://www.bradley-snow.biz/,45315 Moore Shore,South Melissaburgh,MD,Spain,46174,Morgan,Brown,2022-02-01T21:04:32,salesforce_accounts,2025-10-12T04:56:38.677936,da90fd16-a823-4cab-9af5-697a6db18327,da90fd16-a823-4cab-9af5-697a6db18327
Smith LLC,Prospect,Energy,18319593,Warm,+1-421-251-7653x14055,https://howard-west.com/,70145 John Track,Reyesborough,VT,Wallis and Futuna,92974,Devin,Anderson,2020-08-28T14:02:55,salesforce_accounts,2025-10-12T04:56:38.677936,12d4464f-4330-4863-bc1e-6b7a499cc1e2,12d4464f-4330-4863-bc1e-6b7a499cc1e2
Lee-Williams,Customer,Education,48936828,Cold,001-627-608-6062x0189,http://www.reed-schultz.com/,690 Thomas Expressway Apt. 837,Kathleenview,NE,China,64806,Casey,Jones,2022-05-11T02:05:37,salesforce_accounts,2025-10-12T04:56:38.677936,67fdf426-961f-4cfb-a401-830dc1ec7c91,67fdf426-961f-4cfb-a401-830dc1ec7c91
Kim-Olson,Customer,Retail,38631465,Warm,001-031-101-6426,http://dominguez-robinson.com/,89079 Patrick Gateway Apt. 720,West Claytonstad,MD,Italy,19105,Quinn,Jackson,2022-01-08T16:06:59,salesforce_accounts,2025-10-12T04:56:38.677936,9e26b5c8-df0d-4ef0-a2a7-f360dc0ccd39,9e26b5c8-df0d-4ef0-a2a7-f360dc0ccd39
"Patterson, Johnson and Mason",Prospect,Education,3757181,Cold,(304)470-9377,http://patel-bailey.biz/,96358 Tara Light Suite 727,East Davidport,NJ,Israel,86805,Cameron,Johnson,2024-12-23T20:54:47,salesforce_accounts,2025-10-12T04:56:38.677936,d80650f3-baad-4d84-a8f4-e938654bfb98,d80650f3-baad-4d84-a8f4-e938654bfb98
"Wallace, Robinson and Harris",Prospect,Technology,22539912,Cold,(128)873-6341,https://logan.com/,75625 Aaron Court Apt. 220,Lake Edward,CA,Ecuador,22182,Elliot,Thompson,2024-11-09T05:50:09,salesforce_accounts,2025-10-12T04:56:38.677936,c88c33af-033f-4871-b10c-61e7bb67e359,c88c33af-033f-4871-b10c-61e7bb67e359
Burns Inc,Vendor,Energy,39208480,Cold,001-885-497-6094x68885,http://www.walker-dixon.com/,053 King Turnpike Suite 840,Josephfurt,NV,Kuwait,44953,Avery,Jackson,2021-04-04T08:25:57,salesforce_accounts,2025-10-12T04:56:38.677936,ec7560bc-140d-4858-885e-aaf30e828ab1,ec7560bc-140d-4858-885e-aaf30e828ab1
Baldwin LLC,Partner,Energy,42416167,Hot,(554)659-2119,https://rivera.com/,84997 Tracy Bypass,Port Kim,NH,Cuba,34646,Sam,Jackson,2022-09-20T03:06:37,salesforce_accounts,2025-10-12T04:56:38.677936,a0b80e83-1b33-44e7-81fc-235d558dac9b,a0b80e83-1b33-44e7-81fc-235d558dac9b
"Gomez, Wilson and Diaz",Prospect,Energy,33871818,Cold,9487329078,https://www.fisher-carney.org/,2981 Wallace Fall Suite 412,Michelleport,LA,Kazakhstan,58404,Avery,Martinez,2024-12-28T22:09:20,salesforce_accounts,2025-10-12T04:56:38.677936,af110454-a450-493f-a282-8f26e0c9eed2,af110454-a450-493f-a282-8f26e0c9eed2
Martin-Trevino,Customer,Technology,48102635,Hot,758.844.9435x528,http://www.wright-cohen.biz/,29805 Karl Streets,Whitefurt,NV,United States Minor Outlying Islands,30148,Quinn,Brown,2021-08-21T17:02:19,salesforce_accounts,2025-10-12T04:56:38.677936,eaf508cb-97ac-4d8b-9c39-640aff8c89ce,eaf508cb-97ac-4d8b-9c39-640aff8c89ce
"Hansen, Lawson and Wilcox",Vendor,Technology,16186144,Warm,669-507-9500x9279,http://www.scott-drake.com/,267 Walter Plains,North Kellyburgh,IA,Andorra,69540,Reese,Thomas,2025-05-28T16:32:55,salesforce_accounts,2025-10-12T04:56:38.677936,9001f1d7-ce1b-46b2-a515-483b8573e9d3,9001f1d7-ce1b-46b2-a515-483b8573e9d3
Smith LLC,Prospect,Education,11356760,Cold,244.563.8661x8251,http://www.campbell-ford.com/,334 Michelle Ranch,Katherinefurt,HI,Saint Pierre and Miquelon,72566,Harper,Anderson,2023-01-10T17:47:20,salesforce_accounts,2025-10-12T04:56:38.677936,67ffd1a1-56a2-46c9-bd95-bb298ed3547b,67ffd1a1-56a2-46c9-bd95-bb298ed3547b
Payne Ltd,Customer,Healthcare,46850911,Warm,015-016-3118x7425,http://www.lloyd.com/,55855 Patterson Parkways Apt. 734,Port Richard,SC,Turkey,48270,Quinn,Thomas,2025-03-30T03:55:23,salesforce_accounts,2025-10-12T04:56:38.677936,c341dd9e-5cae-40c2-93bd-754a2fd5ac73,c341dd9e-5cae-40c2-93bd-754a2fd5ac73
Brown Ltd,Customer,Education,49330419,Warm,+1-668-676-9079,http://rice.com/,081 Yvonne Falls Apt. 014,West Kimstad,NC,Togo,80943,Jordan,Johnson,2024-03-10T08:54:45,salesforce_accounts,2025-10-12T04:56:38.677936,89b381d9-927a-4464-a2c6-94d96b5c6c9a,89b381d9-927a-4464-a2c6-94d96b5c6c9a
Hensley LLC,Partner,Retail,19220027,Cold,+1-651-304-8121x869,http://www.brady.org/,23615 Christensen Square Suite 164,South Kara,MN,Belize,51908,Taylor,Wilson,2025-03-01T22:43:46,salesforce_accounts,2025-10-12T04:56:38.677936,674edb4d-7d18-472c-9af6-ffb29d54bd76,674edb4d-7d18-472c-9af6-ffb29d54bd76
Pugh Group,Vendor,Finance,23784856,Hot,6585554237,http://www.freeman.com/,404 Smith Road Suite 844,Sarahshire,MS,Haiti,57633,Rowan,White,2025-10-06T10:02:22,salesforce_accounts,2025-10-12T04:56:38.677936,17f40517-c57e-482b-8d76-26319de69a3e,17f40517-c57e-482b-8d76-26319de69a3e
Sanchez Inc,Vendor,Energy,9205956,Cold,663-037-3973x39936,https://www.cameron.info/,687 Timothy Port Apt. 318,Sanchezmouth,LA,Macao,49731,Quinn,Wilson,2023-05-23T16:18:39,salesforce_accounts,2025-10-12T04:56:38.677936,8cef60f5-9fe9-491e-b32a-84633b8dff5d,8cef60f5-9fe9-491e-b32a-84633b8dff5d
"Gray, Marshall and Walker",Partner,Healthcare,32946436,Warm,+1-166-273-3703x0422,https://miller.com/,862 Colin Ferry,West Marystad,MS,Myanmar,80106,Jordan,Anderson,2022-03-31T18:47:02,salesforce_accounts,2025-10-12T04:56:38.677936,edd6dbe4-62f4-4b0a-8d0f-f824916cdf80,edd6dbe4-62f4-4b0a-8d0f-f824916cdf80
Chung LLC,Partner,Finance,10214891,Warm,001-393-769-7399x182,http://smith-lawson.com/,227 Wendy Fort Apt. 033,Richardmouth,NV,Kuwait,92912,Alex,Brown,2022-11-16T10:04:09,salesforce_accounts,2025-10-12T04:56:38.677936,90956e63-488b-4efb-bb2a-e76f6367dc25,90956e63-488b-4efb-bb2a-e76f6367dc25
"Ellis, Anderson and Jones",Vendor,Healthcare,25758148,Cold,(566)814-3010,https://fuller.com/,376 Amber Coves Suite 174,East Jacob,ID,Colombia,68252,Sam,Thompson,2021-09-26T07:18:37,salesforce_accounts,2025-10-12T04:56:38.677936,93878b78-3ddd-430f-b4a5-3542aed50b79,93878b78-3ddd-430f-b4a5-3542aed50b79
"Briggs, Murphy and Tran",Vendor,Education,2820688,Hot,402.180.8966x6669,https://www.richmond-hull.com/,6353 Katherine Ports Suite 622,Brockmouth,WY,Honduras,78386,Casey,Martin,2023-10-21T17:33:33,salesforce_accounts,2025-10-12T04:56:38.677936,09dcea43-ae85-4d9d-b50e-ded2e3c42fd0,09dcea43-ae85-4d9d-b50e-ded2e3c42fd0
Johnson Inc,Prospect,Technology,2305808,Hot,(939)942-3052x840,https://hunt.com/,4450 Linda Lane,Lake John,SD,Italy,94585,Quinn,Davis,2023-03-17T23:23:10,salesforce_accounts,2025-10-12T04:56:38.677936,f8436edf-0d63-4290-97e1-95581a7c23e2,f8436edf-0d63-4290-97e1-95581a7c23e2
"Miller, Bean and Cummings",Prospect,Energy,10209175,Warm,717.005.4598x15322,https://griffin.com/,6672 Joseph Turnpike Suite 270,Rodriguezburgh,SC,Slovakia (Slovak Republic),36732,Riley,Jones,2022-06-03T19:52:35,salesforce_accounts,2025-10-12T04:56:38.677936,2449cc7e-4856-43ab-af51-77b118d37a24,2449cc7e-4856-43ab-af51-77b118d37a24
Wright Group,Partner,Education,38274891,Warm,(571)131-2879x38208,https://www.jones-liu.com/,9401 Owens Corners,South Elizabeth,SD,El Salvador,57556,Skyler,Moore,2024-07-12T11:30:33,salesforce_accounts,2025-10-12T04:56:38.677936,357c2a58-4d36-4309-9288-ba09be7b6968,357c2a58-4d36-4309-9288-ba09be7b6968
"Davis, Martinez and Pierce",Prospect,Finance,38590551,Hot,(052)569-4600x2185,http://www.jones.com/,45646 Rosales Prairie,East Jeremymouth,NJ,Jordan,5095,Devin,Garcia,2024-02-10T13:02:59,salesforce_accounts,2025-10-12T04:56:38.677936,93d21601-9bc6-42dd-9caa-0ac05d4f0d36,93d21601-9bc6-42dd-9caa-0ac05d4f0d36
"Collins, Vaughn and Mcfarland",Customer,Finance,31549883,Cold,(854)370-2619,http://www.gill-mueller.info/,06740 Cole Keys,Port Matthew,DE,Antigua and Barbuda,37815,Rowan,Brown,2022-02-18T07:04:05,salesforce_accounts,2025-10-12T04:56:38.677936,0c49ebd1-4ed5-4f24-928f-b7f11f4427e8,0c49ebd1-4ed5-4f24-928f-b7f11f4427e8
Griffin Group,Prospect,Finance,21292686,Warm,+1-062-575-7868,http://wong.com/,42189 Hill Mall,Simmonsbury,IL,Colombia,6329,Devin,Anderson,2023-07-31T21:02:31,salesforce_accounts,2025-10-12T04:56:38.677936,55dfafda-a3a6-4fea-ac9e-cee93d259f29,55dfafda-a3a6-4fea-ac9e-cee93d259f29
Reyes and Sons,Prospect,Finance,38709230,Hot,(953)369-9798x86527,https://www.galloway.net/,229 Johnson Turnpike,Lake Davidburgh,KS,Luxembourg,72545,Alex,Jackson,2021-09-15T09:18:36,salesforce_accounts,2025-10-12T04:56:38.677936,29b367c9-b92f-4958-aaa4-b8d886bee3ad,29b367c9-b92f-4958-aaa4-b8d886bee3ad
"Meyer, Boyd and Daniels",Customer,Finance,48883877,Warm,447.085.3474x72012,https://www.mann.org/,98874 Ortiz Cliff Apt. 580,Charlesborough,AL,Antigua and Barbuda,8419,Morgan,Anderson,2024-04-29T18:33:43,salesforce_accounts,2025-10-12T04:56:38.677936,959202ff-eb38-48c7-a0f7-c803ab530d34,959202ff-eb38-48c7-a0f7-c803ab530d34
Rodriguez-Erickson,Partner,Healthcare,12166027,Cold,(282)260-2851x64594,https://www.woods.com/,24345 April Villages,Suarezside,MS,United Kingdom,67562,Taylor,Brown,2025-03-18T10:53:48,salesforce_accounts,2025-10-12T04:56:38.677936,714fd013-9e06-4258-8381-3aea85a1fef8,714fd013-9e06-4258-8381-3aea85a1fef8
"Brown, Richardson and Alexander",Customer,Education,37676570,Hot,(767)497-8800x20938,https://perkins-davis.com/,86033 Nicole Lane,South Donnaberg,WI,Romania,14290,Casey,Rodriguez,2021-10-14T14:57:48,salesforce_accounts,2025-10-12T04:56:38.677936,296fe4c9-f97b-4b47-8717-f40ba51d7dbb,296fe4c9-f97b-4b47-8717-f40ba51d7dbb
"Taylor, Moore and Taylor",Prospect,Energy,11429084,Warm,1582657911,http://brown.com/,97699 Henry Junction Apt. 810,Brianberg,NH,Chile,4522,Devin,Thompson,2024-10-13T06:33:18,salesforce_accounts,2025-10-12T04:56:38.677936,32c19326-8019-475f-9d12-45a06c461541,32c19326-8019-475f-9d12-45a06c461541
"Taylor, Li and Ray",Partner,Technology,13117619,Cold,836-802-5276x75126,http://www.young-watson.com/,690 Owens Rest,Blairbury,OK,Fiji,32300,Jordan,Garcia,2020-04-21T03:26:20,salesforce_accounts,2025-10-12T04:56:38.677936,85291c9e-fe40-48d2-b16d-e54d14c42c50,85291c9e-fe40-48d2-b16d-e54d14c42c50
Brown PLC,Prospect,Technology,18215057,Warm,+1-399-374-4087x11075,https://www.smith.info/,487 House Mall Apt. 117,Port Whitneyport,AL,Eritrea,82991,Drew,Thomas,2025-06-07T05:09:10,salesforce_accounts,2025-10-12T04:56:38.677936,e25cc7b5-7483-421b-aade-3b8bed36dfa1,e25cc7b5-7483-421b-aade-3b8bed36dfa1
Banks LLC,Customer,Education,10455661,Cold,8506251779,http://www.park.net/,3136 Michael Divide Suite 780,Stevenland,NE,Greenland,71796,Logan,Jackson,2024-05-26T22:10:44,salesforce_accounts,2025-10-12T04:56:38.677936,2bd56498-0583-4588-80dc-8a26ba2d46a8,2bd56498-0583-4588-80dc-8a26ba2d46a8
Gutierrez-Hernandez,Customer,Education,44359585,Cold,+1-118-539-8159x6361,http://davis.com/,866 Fox Orchard,Port Theodore,TN,Guinea-Bissau,81060,Devin,White,2023-01-07T18:49:26,salesforce_accounts,2025-10-12T04:56:38.677936,755c9dd3-e215-4d63-b68c-dcc7c9323203,755c9dd3-e215-4d63-b68c-dcc7c9323203
"Smith, Horton and Fisher",Prospect,Technology,21209657,Hot,282.280.2297,http://rodriguez.org/,38329 Park Trafficway,Port Jeanview,UT,Israel,82407,Casey,White,2020-05-24T07:38:23,salesforce_accounts,2025-10-12T04:56:38.677936,6d518fa2-eade-459b-9a80-80a581700d2a,6d518fa2-eade-459b-9a80-80a581700d2a
"Travis, Vargas and Heath",Vendor,Technology,35261500,Cold,550-444-4211x364,http://moody.com/,96969 Hancock Pike,East Kendraport,MS,Tuvalu,41933,Rowan,Jackson,2025-07-22T23:57:33,salesforce_accounts,2025-10-12T04:56:38.677936,2e683e8a-a5ff-484c-82d0-a615c525046e,2e683e8a-a5ff-484c-82d0-a615c525046e
Glover PLC,Vendor,Healthcare,26060098,Warm,+1-563-873-2168,https://moreno-avila.com/,186 Boyer Hill Apt. 829,Nixonfort,SD,Bosnia and Herzegovina,55709,Casey,Smith,2022-01-05T06:21:55,salesforce_accounts,2025-10-12T04:56:38.677936,50598ca4-f96e-46c2-a0c0-70e30be2afce,50598ca4-f96e-46c2-a0c0-70e30be2afce
Reilly-Reyes,Customer,Retail,35441412,Cold,(973)656-4318x6972,http://evans-miller.net/,99581 Ramirez Plain,Gibbsmouth,SC,Seychelles,53058,Jordan,White,2024-12-27T12:01:23,salesforce_accounts,2025-10-12T04:56:38.677936,617591c0-3663-4a8b-8300-d8713c47dbbc,617591c0-3663-4a8b-8300-d8713c47dbbc
"Baldwin, Owens and Kim",Customer,Energy,45299034,Cold,001-906-889-5641x8562,https://www.harrison.info/,569 Melanie Place,North Amanda,TN,Cambodia,76825,Cameron,Rodriguez,2022-10-11T09:36:10,salesforce_accounts,2025-10-12T04:56:38.677936,f8a0d937-f825-442b-bd6e-366531629ac5,f8a0d937-f825-442b-bd6e-366531629ac5
"Johnson, Turner and Baker",Vendor,Finance,16202852,Hot,001-556-439-1926x53827,http://www.conley.biz/,193 Cathy Parks,North Michael,NJ,Chad,45556,Drew,Smith,2023-08-19T03:00:52,salesforce_accounts,2025-10-12T04:56:38.677936,6692ce6c-29eb-4ccd-b30e-b3ab28b2f000,6692ce6c-29eb-4ccd-b30e-b3ab28b2f000
Watson-Castro,Vendor,Retail,41555392,Cold,(898)189-6867,http://cohen.com/,36878 Sanchez Rapid Suite 859,Davismouth,GA,Azerbaijan,29119,Jordan,Miller,2021-08-03T20:28:56,salesforce_accounts,2025-10-12T04:56:38.677936,0c25dd53-86eb-4f49-b10b-e4007e3046c7,0c25dd53-86eb-4f49-b10b-e4007e3046c7
Brown-Harris,Prospect,Education,31573264,Cold,001-717-368-8631x341,https://www.werner.com/,72039 Love Mills Apt. 953,Jamesview,WA,Tuvalu,31065,Drew,Rodriguez,2021-08-31T17:32:12,salesforce_accounts,2025-10-12T04:56:38.677936,59133241-14d6-47da-ac1a-5c72395acf1b,59133241-14d6-47da-ac1a-5c72395acf1b
Jones-Armstrong,Prospect,Technology,28613586,Warm,879.517.4739x203,http://www.graham-madden.com/,8344 Buchanan Point Apt. 436,West Pamelahaven,ME,Armenia,56780,Avery,Wilson,2022-02-17T22:10:42,salesforce_accounts,2025-10-12T04:56:38.677936,1dd64300-3c20-4570-a9f6-f479d882aa0d,1dd64300-3c20-4570-a9f6-f479d882aa0d
Owen-Mcgrath,Vendor,Retail,44836333,Hot,704.254.5655x31603,https://gonzalez.com/,71065 Taylor Parkways Suite 436,New Andrea,CA,Chile,69215,Jamie,Martinez,2020-07-18T22:52:22,salesforce_accounts,2025-10-12T04:56:38.677936,60d6bad0-4a0d-479b-81f5-c5d4fc9e6ae9,60d6bad0-4a0d-479b-81f5-c5d4fc9e6ae9
"Perez, Wright and Shah",Prospect,Energy,3540267,Hot,001-809-655-4757x26184,https://www.snyder.com/,257 David Mountains Suite 846,West Kevin,IL,Ethiopia,54371,Morgan,Anderson,2020-05-26T20:13:28,salesforce_accounts,2025-10-12T04:56:38.677936,6bb53a3a-cbcd-4b72-92db-7812844327b9,6bb53a3a-cbcd-4b72-92db-7812844327b9
"Lawson, Mcdonald and Dorsey",Prospect,Education,33649417,Hot,565-116-0889x4424,https://wood-allen.com/,024 Brooks Overpass Apt. 560,Thomasstad,RI,Saint Lucia,51203,Drew,Smith,2023-07-26T07:18:19,salesforce_accounts,2025-10-12T04:56:38.677936,943b65cf-e71f-4bb4-b287-a84d80139c6b,943b65cf-e71f-4bb4-b287-a84d80139c6b
